"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-born","Margin of Error!!Total:!!Foreign-born",
"5001800US3103","Congressional District 3 (118th Congress), Nebraska","654369","3116","616285","3926","38084","2761",
"5001800US3201","Congressional District 1 (118th Congress), Nevada","788277","16271","603401","16550","184876","10947",
"5001800US3202","Congressional District 2 (118th Congress), Nevada","793631","1468","699731","6804","93900","6541",
"5001800US3203","Congressional District 3 (118th Congress), Nevada","796395","19415","601830","16211","194565","10689",
"5001800US3204","Congressional District 4 (118th Congress), Nevada","815873","16130","674435","15458","141438","7994",
"5001800US3301","Congressional District 1 (118th Congress), New Hampshire","697780","6712","652438","7914","45342","4799",
"5001800US3302","Congressional District 2 (118th Congress), New Hampshire","704274","6712","654743","7214","49531","4276",
"5001800US3401","Congressional District 1 (118th Congress), New Jersey","777528","6286","689456","7545","88072","6051",
"5001800US3402","Congressional District 2 (118th Congress), New Jersey","786799","6644","701543","9200","85256","5896",
"5001800US3403","Congressional District 3 (118th Congress), New Jersey","782374","7151","662456","9597","119918","7841",
"5001800US3404","Congressional District 4 (118th Congress), New Jersey","795843","7648","718642","8351","77201","7762",
"5001800US3405","Congressional District 5 (118th Congress), New Jersey","767729","10029","562709","11547","205020","9519",
"5001800US3406","Congressional District 6 (118th Congress), New Jersey","766057","9390","523882","12392","242175","9054",
"5001800US3407","Congressional District 7 (118th Congress), New Jersey","778678","11305","639277","11732","139401","7738",
"5001800US3408","Congressional District 8 (118th Congress), New Jersey","749983","12817","417382","13397","332601","10164",
"5001800US3409","Congressional District 9 (118th Congress), New Jersey","770658","12233","483059","13431","287599","11502",
"5001800US3410","Congressional District 10 (118th Congress), New Jersey","768591","14342","523304","16319","245287","12856",
"5001800US3411","Congressional District 11 (118th Congress), New Jersey","775849","9170","605050","9901","170799","8917",
