"issue","congress","committee_el","party","label","pred","importance_intl","importance_dom","importance_prof","intl_percentage","dom_percentage","prof_percentage","decision"
"Commerce",115,"Committee on Small Business and Entrepreneurship","Democratic",0,0.48954623467663,0.3996,0.7289,0.8441,0.202575281354557,0.369512318767109,0.427912399878333,"prof"
"Commerce",115,"Committee on Small Business and Entrepreneurship","Republican",0,0.38889299358345,0.1947,0.5937,0.5256,0.148173515981735,0.451826484018265,0.4,"dom"
"Commerce",115,"Committee on Transportation and Infrastructure","Democratic",1,0.590781736859944,1.0971,1.7445,2.0942,0.222273998136067,0.353438145791969,0.424287856071964,"prof"
"Commerce",115,"Committee on Transportation and Infrastructure","Republican",0,0.453984555897297,0.5852,1.8238,1.6137,0.145474432595023,0.453377085042384,0.401148482362592,"dom"
"Commerce",115,"Committee on Veterans' Affairs","Democratic",0,0.438403569198262,0.2949,1.0991,0.9273,0.127040882264248,0.473484685305648,0.399474432430104,"dom"
"Commerce",115,"Committee on Ways and Means","Democratic",0,0.383278028752462,1.6152,2.174,2.4717,0.257982079253781,0.347234423165999,0.39478349758022,"prof"
"Commerce",115,"Committee on Ways and Means","Republican",0,0.465811562952141,1.3001,2.6396,2.3327,0.207273133091002,0.420827753332058,0.37189911357694,"dom"
"Commerce",115,"Committee on the Budget","Democratic",2,0.29367119593444,5.4963,3.8012,7.0793,0.335615016364613,0.232108836891212,0.432276146744175,"prof"
"Commerce",115,"Committee on the Budget","Independent",0,0.404921352097528,0.1936,0.7675,0.6651,0.119050547288156,0.471959168613947,0.408990284097897,"dom"
"Commerce",115,"Committee on the Budget","Republican",0,0.404281956217342,2.7895,8.3907,6.9419,0.153928076768145,0.463009253894416,0.383062669337439,"dom"
"Commerce",115,"Committee on the Judiciary","Democratic",0,0.351217358125719,1.9757,2.3883,3.5991,0.248106893044166,0.299920885082443,0.451972221873391,"prof"
"Commerce",115,"Committee on the Judiciary","Republican",0,0.434941066515641,0.7455,1.9647,1.4009,0.181338327941427,0.477901291625112,0.340760380433461,"dom"
"Commerce",115,"Permanent Select Committee on Intelligence","Democratic",1,0.310055271358835,1.6843,2.8813,2.6311,0.234037822891047,0.400364055747773,0.365598121361179,"dom"
"Commerce",115,"Permanent Select Committee on Intelligence","Republican",0,0.454772129734052,1.2143,3.4782,3.2004,0.153847128431882,0.440674530274044,0.405478341294074,"dom"
"Commerce",115,"Select Committee on Intelligence","Democratic",0,0.452103979610026,1.7892,4.4513,4.4763,0.166952821737832,0.415357196177964,0.417689982084204,"prof"
"Commerce",115,"Select Committee on Intelligence","Independent",0,0.48543893656715,0.3636,0.6707,0.8235,0.195715362256432,0.361018408870707,0.44326622887286,"prof"
"Commerce",115,"Select Committee on Intelligence","Republican",0,0.277244772809739,1.5378,2.1905,2.2934,0.255376388727436,0.363767706793763,0.380855904478802,"prof"
"Commerce",115,"Special Committee on Aging","Democratic",0,0.43698178989458,1.6996,4.7616,3.9566,0.163143849949126,0.457063871450786,0.379792278600088,"dom"
"Commerce",115,"Special Committee on Aging","Republican",1,0.446637128933106,1.0666,1.9914,2.3108,0.198666368648488,0.370920876173447,0.430412755178066,"prof"
"Commerce",115,NA,"Democratic",2,0.454141234412847,9.3609,20.3402,19.9469,0.188545359329681,0.409688204962939,0.40176643570738,"dom"
"Commerce",115,NA,"Republican",1,0.439219436269513,24.2647,56.3266,53.8349,0.180505734745161,0.419015043198424,0.400479222056415,"dom"
"Commerce",116,"Commission on Security and Cooperation in Europe","Democratic",0,0.617533908169944,1.1524,3.3625,3.7566,0.139321767514961,0.406516351326845,0.454161881158194,"prof"
"Commerce",116,"Commission on Security and Cooperation in Europe","Republican",0,0.626602671379515,1.582,4.8501,4.9934,0.1384622117194,0.424497833792832,0.437039954487769,"prof"
"Commerce",116,"Committee on Agriculture","Democratic",1,0.555068508684744,5.457,15.9601,15.7802,0.14670419627231,0.429066088130052,0.424229715597637,"dom"
"Commerce",116,"Committee on Agriculture","Republican",0,0.630823469713493,2.938,9.6298,9.6001,0.132533979312429,0.434402897883877,0.433063122803694,"dom"
"Commerce",116,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.639738223851091,0.7937,2.3044,2.5332,0.140944364533944,0.409212792783194,0.449842842682862,"prof"
"Commerce",116,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.596471383812227,1.2561,4.7296,4.7855,0.116616532976827,0.439096850861557,0.444286616161616,"prof"
"Commerce",116,"Committee on Appropriations","Democratic",1,0.564995166346397,15.3996,36.2241,36.7472,0.174260984102233,0.409909823256298,0.415829192641469,"prof"
"Commerce",116,"Committee on Appropriations","Republican",1,0.59039511574606,2.3598,9.4433,8.9028,0.113967516504958,0.456068077214707,0.429964406280335,"dom"
"Commerce",116,"Committee on Armed Services","Democratic",1,0.577003426385473,8.3627,27.3039,26.8002,0.133874314035616,0.437094584643363,0.429031101321022,"dom"
"Commerce",116,"Committee on Armed Services","Republican",1,0.589185427078459,4.9159,18.9245,16.8971,0.120672598956735,0.464547407180117,0.414779993863148,"dom"
"Commerce",116,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.546179587645704,0.2325,0.9863,1.0283,0.103466690400961,0.438921276311691,0.457612033287348,"prof"
"Commerce",116,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.630930934975061,1.0031,2.2369,2.7943,0.166233034486187,0.370697512553237,0.463069452960575,"prof"
"Commerce",116,"Committee on Commerce, Science, and Transportation","Democratic",0,0.623890539782792,0.8154,2.1983,2.308,0.15322171486555,0.413082285735761,0.433695999398688,"prof"
"Commerce",116,"Committee on Commerce, Science, and Transportation","Republican",0,0.672895488806065,0.391,1.3039,1.3782,0.127233087110735,0.424294686147538,0.448472226741727,"prof"
"Commerce",116,"Committee on Education and the Workforce","Democratic",2,0.542535553907331,3.1669,9.4948,9.1079,0.145473504336322,0.436149492870792,0.418377002792886,"dom"
"Commerce",116,"Committee on Education and the Workforce","Republican",0,0.670527774421433,1.6811,7.2798,6.3013,0.110147947215998,0.476982348547392,0.412869704236611,"dom"
"Commerce",116,"Committee on Energy and Commerce","Democratic",0,0.612175218538909,7.3338,17.9746,20.4215,0.160372097905309,0.393060120402625,0.446567781692066,"prof"
"Commerce",116,"Committee on Energy and Commerce","Republican",1,0.61431780786891,3.1148,12.3342,11.1206,0.117231723473443,0.464222269059376,0.418546007467181,"dom"
"Commerce",116,"Committee on Energy and Natural Resources","Democratic",0,0.562859749934416,0.1666,1.101,1.0442,0.0720650575309283,0.476252270957695,0.451682671511376,"dom"
"Commerce",116,"Committee on Energy and Natural Resources","Republican",0,0.716055122683125,0.321,1.617,1.2499,0.100693246337714,0.507230465196524,0.392076288465761,"dom"
"Commerce",116,"Committee on Environment and Public Works","Democratic",1,0.63119473149061,0.5326,2.5006,2.4504,0.0971259756364432,0.456014297177037,0.44685972718652,"dom"
"Commerce",116,"Committee on Environment and Public Works","Republican",0,0.654866915535519,0.4709,1.142,1.3456,0.159168497549434,0.386006422173399,0.454825080277167,"prof"
"Commerce",116,"Committee on Ethics","Democratic",0,0.63119473149061,0.2663,1.2503,1.2252,0.0971259756364432,0.456014297177037,0.44685972718652,"dom"
"Commerce",116,"Committee on Ethics","Republican",0,0.696571459211731,0.3302,1.5081,1.2767,0.106003210272873,0.48414125200642,0.409855537720706,"dom"
"Commerce",116,"Committee on Finance","Democratic",0,0.740537919498426,0.6666,1.2998,1.5989,0.186968838526912,0.364569601436064,0.448461560037024,"prof"
"Commerce",116,"Committee on Financial Services","Democratic",1,0.424263735397067,15.8751,21.4206,27.7111,0.244206759908194,0.32951322015543,0.426280019936376,"prof"
"Commerce",116,"Committee on Financial Services","Republican",0,0.598801478329754,4.9532,18.2498,16.7651,0.123928833244513,0.456609145793771,0.419462020961717,"dom"
"Commerce",116,"Committee on Foreign Affairs","Democratic",0,0.36340115085436,6.2238,8.0683,10.4679,0.251365105008078,0.325860258481422,0.422774636510501,"prof"
"Commerce",116,"Committee on Foreign Affairs","Republican",1,0.591577829081464,3.5142,12.1946,11.3807,0.129725539415641,0.450159655955259,0.4201148046291,"dom"
"Commerce",116,"Committee on Foreign Relations","Democratic",0,0.63119473149061,0.2663,1.2503,1.2252,0.0971259756364432,0.456014297177037,0.44685972718652,"dom"
"Commerce",116,"Committee on Foreign Relations","Republican",1,0.644548886071874,0.9872,3.8901,3.8551,0.113050249645,0.445478906142641,0.441470844212359,"dom"
"Commerce",116,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.544625936777964,0.4634,0.8491,0.7922,0.220173896517318,0.403430417636718,0.376395685845964,"dom"
"Commerce",116,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.549208014535556,0.3375,1.2221,1.2395,0.120574470365475,0.436604622914508,0.442820906720017,"prof"
"Commerce",116,"Committee on Homeland Security","Democratic",0,0.54788385448406,2.6136,7.1433,7.6823,0.149869260057801,0.409611679434836,0.440519060507363,"prof"
"Commerce",116,"Committee on Homeland Security","Republican",0,0.633759456832731,0.6637,2.4366,2.5377,0.117719049308265,0.432174529975169,0.450106420716566,"prof"
"Commerce",116,"Committee on Homeland Security and Governmental Affairs","Democratic",0,0.588984038804924,0.3557,0.998,1.1091,0.144429105083645,0.405229819717395,0.450341075198961,"prof"
"Commerce",116,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.63305625163156,0.6449,1.0726,1.4361,0.204496448503298,0.340119228817859,0.455384322678843,"prof"
"Commerce",116,"Committee on House Administration","Democratic",0,0.531462435476679,0.8508,4.2445,3.3511,0.100729304792574,0.502521784428869,0.396748910778557,"dom"
"Commerce",116,"Committee on Indian Affairs","Democratic",1,0.537978336406498,0.8733,3.0192,3.022,0.126299804758117,0.43664762455709,0.437052570684793,"prof"
"Commerce",116,"Committee on Indian Affairs","Republican",0,0.529468125109702,1.6494,6.2291,5.6268,0.122129830510985,0.461233737865875,0.416636431623141,"dom"
"Commerce",116,"Committee on Natural Resources","Democratic",0,0.608141336383722,3.106,8.3261,8.5787,0.155216183261039,0.41608031662902,0.428703500109941,"prof"
"Commerce",116,"Committee on Natural Resources","Republican",0,0.564032056561667,0.6755,2.7644,2.1898,0.119988631721051,0.49103859885962,0.38897276941933,"dom"
"Commerce",116,"Committee on Oversight and Accountability","Democratic",0,0.518411078182655,1.187,3.0789,3.433,0.154177869565782,0.399914273467638,0.44590785696658,"prof"
"Commerce",116,"Committee on Oversight and Accountability","Republican",0,0.52373235001245,1.0419,4.7274,4.3672,0.102786958022986,0.466373994968677,0.430839047008336,"dom"
"Commerce",116,"Committee on Rules","Democratic",0,0.523572375907586,1.2417,2.6538,2.7302,0.187406613640823,0.400531264621097,0.41206212173808,"prof"
"Commerce",116,"Committee on Rules","Republican",0,0.30310156988379,0.3497,1.5637,0.9534,0.12198269847914,0.545451374354681,0.332565927166178,"dom"
"Commerce",116,"Committee on Rules and Administration","Democratic",0,0.588984038804924,0.3557,0.998,1.1091,0.144429105083645,0.405229819717395,0.450341075198961,"prof"
"Commerce",116,"Committee on Science, Space, and Technology","Democratic",0,0.479505516036699,0.7283,2.0353,2.2284,0.14589342948718,0.40771233974359,0.446394230769231,"prof"
"Commerce",116,"Committee on Small Business","Democratic",0,0.68729326028993,0.7483,2.938,2.6064,0.118915568833728,0.466890206111844,0.414194225054428,"dom"
"Commerce",116,"Committee on Small Business","Republican",0,0.684048130557514,0.5775,1.1973,1.5387,0.17428700769579,0.361339972838388,0.464373019465822,"prof"
"Commerce",116,"Committee on Small Business and Entrepreneurship","Republican",1,0.587772233897256,0.3906,1.079,1.149,0.149163675246315,0.412052241655847,0.438784083097839,"prof"
"Commerce",116,"Committee on Transportation and Infrastructure","Democratic",0,0.446136012538974,4.1498,5.9533,7.7108,0.232952918788137,0.33419408439477,0.432852996817092,"prof"
"Commerce",116,"Committee on Transportation and Infrastructure","Republican",0,0.482723212069915,0.9422,3.1956,2.8023,0.135761732539877,0.46045446031037,0.403783807149753,"dom"
"Commerce",116,"Committee on Veterans' Affairs","Democratic",0,0.4927860621858,0.925,3.3431,3.11,0.125371030482102,0.453111234599694,0.421517734918204,"dom"
"Commerce",116,"Committee on Ways and Means","Democratic",1,0.627720404503026,3.5448,9.237,8.982,0.162875968351115,0.424420367766658,0.412703663882226,"dom"
"Commerce",116,"Committee on Ways and Means","Republican",0,0.530816115978573,1.1444,3.1493,2.9169,0.158710786897068,0.436759770338113,0.404529442764819,"dom"
"Commerce",116,"Committee on the Budget","Democratic",1,0.539868646708716,2.9137,10.5249,10.2235,0.123137844908102,0.444799912095714,0.432062242996184,"dom"
"Commerce",116,"Committee on the Budget","Independent",0,0.72034167439119,0.3836,1.5378,1.3883,0.115901743360425,0.464634256881288,0.419463999758286,"dom"
"Commerce",116,"Committee on the Budget","Republican",1,0.543692422200695,2.9558,9.6831,9.0509,0.136276037584487,0.446435651781022,0.417288310634492,"dom"
"Commerce",116,"Committee on the Judiciary","Democratic",0,0.598918414913125,1.3371,4.8281,4.8901,0.120946514341538,0.436722657910685,0.442330827747777,"prof"
"Commerce",116,"Committee on the Judiciary","Republican",0,0.439154853222117,1.8164,3.4264,3.9571,0.197436928662268,0.372438830856857,0.430124240480875,"prof"
"Commerce",116,"Joint Committee on Taxation","Republican",0,0.546179587645704,0.2325,0.9863,1.0283,0.103466690400961,0.438921276311691,0.457612033287348,"prof"
"Commerce",116,"Joint Committee on the Library","Republican",0,0.651256559955575,0.3757,1.2462,1.2947,0.128814372899952,0.427278337790578,0.44390728930947,"prof"
"Commerce",116,"Joint Economic Committee","Democratic",0,0.524228975390948,0.541,1.9821,1.9364,0.121314048660164,0.444466868483014,0.434219082856822,"dom"
"Commerce",116,"Joint Economic Committee","Republican",0,0.597761966876513,1.8985,6.9397,6.8356,0.121125700213094,0.442757978282229,0.436116321504677,"dom"
"Commerce",116,"Permanent Select Committee on Intelligence","Democratic",1,0.58191354775051,3.2816,11.8137,10.653,0.127449190820365,0.458814756702384,0.413736052477251,"dom"
"Commerce",116,"Permanent Select Committee on Intelligence","Republican",0,0.533327779303905,1.8315,6.7775,6.3632,0.122326712173228,0.452672285969998,0.425001001856775,"dom"
"Commerce",116,"Select Committee on Ethics","Democratic",0,0.658539552813251,0.5788,2.6639,2.5301,0.100263303769401,0.461457178492239,0.438279517738359,"dom"
"Commerce",116,"Select Committee on Ethics","Republican",0,0.43509417992551,0.2263,1.1326,0.9015,0.100115023889577,0.501061758980711,0.398823217129712,"dom"
"Commerce",116,"Select Committee on Intelligence","Democratic",0,0.64493164525763,2.5475,5.9416,6.829,0.166306526266312,0.387881003518713,0.445812470214974,"prof"
"Commerce",116,"Select Committee on Intelligence","Independent",0,0.611990043225629,0.4106,1.1355,1.1685,0.151256170338171,0.418293671259117,0.430450158402711,"prof"
"Commerce",116,"Select Committee on Intelligence","Republican",0,0.480923701699127,0.8665,3.9028,3.0582,0.110699457042478,0.498601085915043,0.390699457042478,"dom"
"Commerce",116,"Select Committee on the Climate Crisis","Republican",0,0.606552643634116,0.3559,1.157,1.3368,0.124890339333965,0.406007649928063,0.469102010737972,"prof"
"Commerce",116,"Special Committee on Aging","Democratic",0,0.642843118264812,2.0615,6.0373,6.454,0.141656588422846,0.414854873288989,0.443488538288164,"prof"
"Commerce",116,"Special Committee on Aging","Independent",0,0.513175202447781,0.2806,0.9932,1.0121,0.122752526357233,0.434489697712061,0.442757775930706,"prof"
"Commerce",116,"Special Committee on Aging","Republican",1,0.630537071453976,1.9588,5.9237,6.2803,0.138305984692292,0.418257689157511,0.443436326150196,"prof"
"Commerce",116,"United States Senate Caucus on International Narcotics Control","Democratic",0,0.531767836898504,0.6451,2.2143,2.2418,0.126460440680624,0.434074335450482,0.439465223868894,"prof"
"Commerce",116,"United States Senate Caucus on International Narcotics Control","Republican",0,0.507469949896716,0.5893,2.0673,1.7299,0.134344010030776,0.471286902997834,0.39436908697139,"dom"
"Commerce",116,NA,"Independent",0,0.608534679029442,0.2488,1.2013,1.2064,0.093657067570111,0.452211556559383,0.454131375870506,"prof"
"Commerce",116,NA,"Republican",0,0.562039518233009,2.5286,8.3825,8.2692,0.13183318300548,0.437036959797292,0.431129857197228,"dom"
"Commerce",117,"Committee on Agriculture","Democratic",1,0.142612473801569,12.0646,8.9389,14.9097,0.335937761046078,0.248902910350512,0.41515932860341,"prof"
"Commerce",117,"Committee on Agriculture","Republican",0,0.157911733805206,25.072,17.2606,31.06,0.341614822202783,0.235181748568657,0.42320342922856,"prof"
"Commerce",117,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.459564227199924,3.2938,4.0653,5.911,0.248212146102893,0.306350366613665,0.445437487283442,"prof"
"Commerce",117,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.234578193603811,10.3565,6.3455,13.564,0.342182647194872,0.209657701711492,0.448159651093637,"prof"
"Commerce",117,"Committee on Appropriations","Democratic",0,0.163795765481329,28.8791,15.2916,35.0546,0.36451865755005,0.193014100293719,0.44246724215623,"prof"
"Commerce",117,"Committee on Appropriations","Republican",0,0.268599456723273,14.6133,10.2648,20.1522,0.324521488864165,0.22795317819335,0.447525332942485,"prof"
"Commerce",117,"Committee on Armed Services","Democratic",0,0.283362187895071,29.5089,23.5984,40.3554,0.315729162542918,0.252490030782334,0.431780806674748,"prof"
"Commerce",117,"Committee on Armed Services","Independent",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Committee on Armed Services","Republican",1,0.197392592063849,35.8846,22.601,45.2255,0.34600539382959,0.217922671729448,0.436071934440961,"prof"
"Commerce",117,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.270307026609716,5.4865,2.6501,6.6435,0.371208584515666,0.179301899175242,0.449489516309091,"prof"
"Commerce",117,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.236691662527164,3.0554,3.7163,4.5424,0.270052412476467,0.328466250077337,0.401481337446195,"prof"
"Commerce",117,"Committee on Commerce, Science, and Transportation","Democratic",0,0.289967411494584,2.6904,2.4717,4.0799,0.291105821250812,0.267442112096949,0.44145206665224,"prof"
"Commerce",117,"Committee on Commerce, Science, and Transportation","Republican",0,0.393495717401345,5.6051,6.3069,9.532,0.261383137474352,0.294110240626749,0.4445066218989,"prof"
"Commerce",117,"Committee on Education and the Workforce","Democratic",1,0.323459581503401,5.8588,9.7058,10.6598,0.223410259147969,0.370105703085676,0.406484037766355,"prof"
"Commerce",117,"Committee on Education and the Workforce","Republican",0,0.179676134791185,7.3908,5.4235,9.327,0.333801538301726,0.244949483544327,0.421248978153948,"prof"
"Commerce",117,"Committee on Energy and Commerce","Democratic",0,0.307997809713129,4.572,6.1534,7.4977,0.250890353452486,0.337670319539486,0.411439327008028,"prof"
"Commerce",117,"Committee on Energy and Commerce","Republican",1,0.263400426821623,12.7303,12.4614,18.6054,0.290665363688463,0.284525687773848,0.424808948537688,"prof"
"Commerce",117,"Committee on Energy and Natural Resources","Democratic",0,0.203928055168003,0.305,1.875,0.7861,0.102828630187789,0.632143218367553,0.265028151444658,"dom"
"Commerce",117,"Committee on Energy and Natural Resources","Republican",0,0.377914714637955,0.3939,2.9563,1.7374,0.0774235395864455,0.581079487381083,0.341496973032471,"dom"
"Commerce",117,"Committee on Environment and Public Works","Republican",0,0.203928055168003,0.305,1.875,0.7861,0.102828630187789,0.632143218367553,0.265028151444658,"dom"
"Commerce",117,"Committee on Ethics","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Committee on Ethics","Republican",0,0.520033933201737,0.1401,1.0678,0.9736,0.0642218656887463,0.489479715791886,0.446298418519367,"dom"
"Commerce",117,"Committee on Finance","Democratic",0,0.0540947465238938,4.6197,1.7055,4.9323,0.410366422385077,0.151499000666223,0.438134576948701,"prof"
"Commerce",117,"Committee on Finance","Republican",0,0.209176692248682,4.8113,2.64,6.0998,0.355048667635838,0.194818132845304,0.450133199518858,"prof"
"Commerce",117,"Committee on Financial Services","Democratic",1,0.223235594336193,14.1019,17.0745,20.8569,0.271016829607194,0.328145629817828,0.400837540574978,"prof"
"Commerce",117,"Committee on Financial Services","Republican",1,0.233344373063503,20.1449,12.0823,26.0502,0.345672593492503,0.20732393689492,0.447003469612577,"prof"
"Commerce",117,"Committee on Foreign Affairs","Democratic",0,0.21175177606127,12.6087,9.1005,16.3851,0.330986525543191,0.238894007764941,0.430119466691867,"prof"
"Commerce",117,"Committee on Foreign Affairs","Republican",2,0.280246858803213,18.9154,16.6668,27.0365,0.302072703521472,0.266163302655596,0.431763993822931,"prof"
"Commerce",117,"Committee on Foreign Relations","Democratic",0,0.058106694088098,2.287,0.896,2.4495,0.406036395916556,0.15907678650688,0.434886817576565,"prof"
"Commerce",117,"Committee on Foreign Relations","Republican",0,0.286891002486946,2.4757,1.8539,3.5367,0.314722296378221,0.23567623914674,0.449601464475039,"prof"
"Commerce",117,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.348820377090053,0.6605,0.9633,1.2169,0.232513112965114,0.339106558242687,0.428380328792199,"prof"
"Commerce",117,"Committee on Homeland Security","Democratic",0,0.425520641319663,0.9913,4.9742,3.9717,0.0997564706355915,0.500563539025078,0.399679990339331,"dom"
"Commerce",117,"Committee on Homeland Security","Republican",0,0.281629162813786,2.3718,1.9516,3.4284,0.305967646224103,0.251760881343688,0.442271472432209,"prof"
"Commerce",117,"Committee on Homeland Security and Governmental Affairs","Democratic",0,0.0537480717721544,2.3356,0.7861,2.5631,0.410849985927385,0.138281030115395,0.450868983957219,"prof"
"Commerce",117,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.0537480717721544,2.3356,0.7861,2.5631,0.410849985927385,0.138281030115395,0.450868983957219,"prof"
"Commerce",117,"Committee on House Administration","Republican",0,0.559920480093896,0.0913,1.1005,0.9709,0.0422157488324779,0.50885467240024,0.448929578767282,"dom"
"Commerce",117,"Committee on Indian Affairs","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Committee on Indian Affairs","Republican",0,0.458366413530009,0.3817,1.0536,1.1731,0.146334917957368,0.403925778254869,0.449739303787763,"prof"
"Commerce",117,"Committee on Natural Resources","Democratic",0,0.572899029955058,0.1812,1.1087,1.0562,0.077234559481693,0.472571501641021,0.450193938877286,"dom"
"Commerce",117,"Committee on Natural Resources","Republican",1,0.247298995448672,7.3864,6.6002,10.2331,0.304974875824226,0.27251369752722,0.422511426648555,"prof"
"Commerce",117,"Committee on Oversight and Accountability","Democratic",0,0.214119525359313,5.5791,4.6918,7.1117,0.320958889924407,0.269913591752672,0.409127518322921,"prof"
"Commerce",117,"Committee on Oversight and Accountability","Republican",0,0.180357934422246,10.0618,7.457,12.8732,0.331067386154251,0.24536062121611,0.423571992629639,"prof"
"Commerce",117,"Committee on Rules","Democratic",0,0.552847338219924,0.1512,1.0756,1.0173,0.067376676618689,0.47930127890914,0.453322044472172,"dom"
"Commerce",117,"Committee on Rules and Administration","Democratic",1,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Committee on Science, Space, and Technology","Democratic",0,0.058106694088098,2.287,0.896,2.4495,0.406036395916556,0.15907678650688,0.434886817576565,"prof"
"Commerce",117,"Committee on Science, Space, and Technology","Republican",0,0.116883620436147,0.2695,2.1633,0.6771,0.0866587350075565,0.695617222418727,0.217724042573716,"dom"
"Commerce",117,"Committee on Small Business","Democratic",0,0.203928055168003,0.2919,1.8242,0.7776,0.100874313163078,0.630403981062308,0.268721705774614,"dom"
"Commerce",117,"Committee on Small Business","Republican",0,0.0432243924258352,2.2317,0.8838,2.4548,0.400642694289356,0.158662908640468,0.440694397070176,"prof"
"Commerce",117,"Committee on Small Business and Entrepreneurship","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Committee on Small Business and Entrepreneurship","Republican",0,0.0537480717721544,2.3356,0.7861,2.5631,0.410849985927385,0.138281030115395,0.450868983957219,"prof"
"Commerce",117,"Committee on Transportation and Infrastructure","Democratic",0,0.127005427063846,2.6246,2.6337,3.2604,0.308098653550424,0.309166891661873,0.382734454787702,"prof"
"Commerce",117,"Committee on Transportation and Infrastructure","Republican",0,0.269859167016021,2.7295,3.7424,4.3005,0.253379005606921,0.347406334707215,0.399214659685864,"prof"
"Commerce",117,"Committee on Veterans' Affairs","Democratic",0,0.46190218647714,0.5516,2.0444,2.1148,0.117092638193088,0.433981489343636,0.448925872463276,"prof"
"Commerce",117,"Committee on Veterans' Affairs","Republican",0,0.289316954559706,2.4632,1.8551,3.5143,0.314480504557874,0.236843449173965,0.448676046268161,"prof"
"Commerce",117,"Committee on Ways and Means","Democratic",0,0.221833194501445,3.4217,3.5641,4.4444,0.299356091756925,0.311814316459904,0.388829591783171,"prof"
"Commerce",117,"Committee on Ways and Means","Republican",0,0.206717358360497,0.7982,4.0018,1.4954,0.126790990246847,0.635670489563808,0.237538520189345,"dom"
"Commerce",117,"Committee on the Budget","Democratic",1,0.16629661068363,7.9446,7.1239,10.2125,0.314251809659428,0.281788695067442,0.40395949527313,"prof"
"Commerce",117,"Committee on the Budget","Independent",0,0.058106694088098,2.287,0.896,2.4495,0.406036395916556,0.15907678650688,0.434886817576565,"prof"
"Commerce",117,"Committee on the Budget","Republican",2,0.254594695731139,8.701,9.4082,12.6601,0.282781863740807,0.305765812026923,0.41145232423227,"prof"
"Commerce",117,"Committee on the Judiciary","Democratic",0,0.215878821114564,4.6626,2.6889,5.9433,0.350708547702861,0.202252008303999,0.44703944399314,"prof"
"Commerce",117,"Committee on the Judiciary","Republican",1,0.306834275933025,2.4269,1.8866,3.534,0.309257725390252,0.240407773176171,0.450334501433578,"prof"
"Commerce",117,"Joint Committee on Printing","Democratic",1,0.051801558504986,6.8843,2.3855,7.501,0.41049323824743,0.1422412765044,0.447265485248169,"prof"
"Commerce",117,"Joint Committee on the Library","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Joint Economic Committee","Democratic",1,0.457547873976473,0.4313,2.2961,2.0061,0.0911165099820429,0.485074469208831,0.423809020809126,"dom"
"Commerce",117,"Joint Economic Committee","Republican",0,0.443690235640001,0.3076,1.3577,1.093,0.111517963963311,0.492223470978501,0.396258565058188,"dom"
"Commerce",117,"Permanent Select Committee on Intelligence","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Permanent Select Committee on Intelligence","Republican",0,0.0537480717721544,2.3356,0.7861,2.5631,0.410849985927385,0.138281030115395,0.450868983957219,"prof"
"Commerce",117,"Select Committee on Economic Disparity and Fairness in Growth","Democratic",0,0.546558221848034,0.1243,1.0504,0.9699,0.0579595262519817,0.489788305511517,0.452252168236501,"dom"
"Commerce",117,"Select Committee on Ethics","Democratic",0,0.0526609382776341,2.2758,0.788,2.5091,0.408369071757972,0.141398553715301,0.450232374526728,"prof"
"Commerce",117,"Select Committee on Ethics","Republican",0,0.0537480717721544,2.3356,0.7861,2.5631,0.410849985927385,0.138281030115395,0.450868983957219,"prof"
"Commerce",117,"Select Committee on Intelligence","Democratic",0,0.604477503204189,0.8899,2.0597,2.4602,0.164497763318422,0.380734962475507,0.45476727420607,"prof"
"Commerce",117,"Select Committee on Intelligence","Republican",1,0.706053426776711,0.7584,1.0562,1.5433,0.22585544536764,0.314541826736949,0.459602727895411,"prof"
"Commerce",117,"Select Committee on the Climate Crisis","Democratic",1,0.522152271134001,0.318,2.0979,1.9778,0.0723763570566948,0.477479117827799,0.450144525115506,"dom"
